# This file is generated on 12-Dec-2021 at 19:55:41 and contains for each site, each satellite, frequency:
# att_cld = attenuation due to clouds (dB); liq_cont = liquid water content (g/m^3).
# All parameters are computed by: ITU-R P.840-4 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Norway Isfjord radio (Lat = 7.8060e+01 deg, Lon = 1.3620e+01 deg, Alt = 1.0000e-02 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), liq_cont (g/m^3), att_cld (dB)
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 1, 7.5000e+01, 5.5000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.0000e-02, 1.2564e+00, 5.1267e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.6000e-02, 1.2564e+00, 5.1267e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 2.7000e-02, 1.2564e+00, 5.1267e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 4.5000e-02, 1.2564e+00, 5.1267e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 7.7000e-02, 1.2564e+00, 5.1267e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.3000e-01, 1.2014e+00, 4.9022e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 2.1000e-01, 1.0999e+00, 4.4879e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 3.5000e-01, 9.8240e-01, 4.0085e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 6.0000e-01, 8.5375e-01, 3.4836e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 9.5000e-01, 7.3762e-01, 3.0097e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.7000e+00, 6.0422e-01, 2.4654e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 3.0000e+00, 4.8067e-01, 1.9613e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 5.1000e+00, 3.5209e-01, 1.4367e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 8.3000e+00, 2.4104e-01, 9.8352e-01
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.2000e+01, 1.6476e-01, 6.7228e-01
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 1.9000e+01, 7.9595e-02, 3.2478e-01
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 3.0000e+01, 2.1678e-02, 8.8454e-02
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 4.0000e+01, 9.9870e-03, 4.0751e-02
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 5.0000e+01, 9.1874e-04, 3.7488e-03
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 6.0000e+01, 3.3231e-06, 1.3560e-05
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00, 0.0000e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 2, 7.5000e+01, 6.0000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.0000e-02, 1.2564e+00, 4.8988e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.6000e-02, 1.2564e+00, 4.8988e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 2.7000e-02, 1.2564e+00, 4.8988e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 4.5000e-02, 1.2564e+00, 4.8988e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 7.7000e-02, 1.2564e+00, 4.8988e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.3000e-01, 1.2014e+00, 4.6843e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 2.1000e-01, 1.0999e+00, 4.2885e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.5000e-01, 9.8240e-01, 3.8304e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 6.0000e-01, 8.5375e-01, 3.3288e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.5000e-01, 7.3762e-01, 2.8760e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.7000e+00, 6.0422e-01, 2.3558e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.0000e+00, 4.8067e-01, 1.8741e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 5.1000e+00, 3.5209e-01, 1.3728e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 8.3000e+00, 2.4104e-01, 9.3981e-01
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.2000e+01, 1.6476e-01, 6.4240e-01
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 1.9000e+01, 7.9595e-02, 3.1034e-01
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 3.0000e+01, 2.1678e-02, 8.4523e-02
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 4.0000e+01, 9.9870e-03, 3.8939e-02
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 5.0000e+01, 9.1874e-04, 3.5822e-03
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 6.0000e+01, 3.3231e-06, 1.2957e-05
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 3, 7.5000e+01, 6.5000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.0000e-02, 1.2564e+00, 4.7248e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.6000e-02, 1.2564e+00, 4.7248e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 2.7000e-02, 1.2564e+00, 4.7248e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 4.5000e-02, 1.2564e+00, 4.7248e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 7.7000e-02, 1.2564e+00, 4.7248e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.3000e-01, 1.2014e+00, 4.5179e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 2.1000e-01, 1.0999e+00, 4.1361e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.5000e-01, 9.8240e-01, 3.6943e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 6.0000e-01, 8.5375e-01, 3.2105e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.5000e-01, 7.3762e-01, 2.7738e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.7000e+00, 6.0422e-01, 2.2721e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.0000e+00, 4.8067e-01, 1.8075e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 5.1000e+00, 3.5209e-01, 1.3240e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 8.3000e+00, 2.4104e-01, 9.0642e-01
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.2000e+01, 1.6476e-01, 6.1958e-01
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 1.9000e+01, 7.9595e-02, 2.9932e-01
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 3.0000e+01, 2.1678e-02, 8.1520e-02
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 4.0000e+01, 9.9870e-03, 3.7556e-02
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 5.0000e+01, 9.1874e-04, 3.4549e-03
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 6.0000e+01, 3.3231e-06, 1.2497e-05
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 4, 7.5000e+01, 7.0000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.0000e-02, 1.2564e+00, 4.5965e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.6000e-02, 1.2564e+00, 4.5965e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 2.7000e-02, 1.2564e+00, 4.5965e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 4.5000e-02, 1.2564e+00, 4.5965e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 7.7000e-02, 1.2564e+00, 4.5965e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.3000e-01, 1.2014e+00, 4.3952e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 2.1000e-01, 1.0999e+00, 4.0238e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.5000e-01, 9.8240e-01, 3.5940e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 6.0000e-01, 8.5375e-01, 3.1233e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.5000e-01, 7.3762e-01, 2.6985e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.7000e+00, 6.0422e-01, 2.2104e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.0000e+00, 4.8067e-01, 1.7585e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 5.1000e+00, 3.5209e-01, 1.2881e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 8.3000e+00, 2.4104e-01, 8.8180e-01
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.2000e+01, 1.6476e-01, 6.0275e-01
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 1.9000e+01, 7.9595e-02, 2.9119e-01
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 3.0000e+01, 2.1678e-02, 7.9306e-02
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 4.0000e+01, 9.9870e-03, 3.6536e-02
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 5.0000e+01, 9.1874e-04, 3.3611e-03
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 6.0000e+01, 3.3231e-06, 1.2157e-05
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 5, 7.5000e+01, 7.5000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.0000e-02, 1.2564e+00, 4.5083e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.6000e-02, 1.2564e+00, 4.5083e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 2.7000e-02, 1.2564e+00, 4.5083e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 4.5000e-02, 1.2564e+00, 4.5083e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 7.7000e-02, 1.2564e+00, 4.5083e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.3000e-01, 1.2014e+00, 4.3109e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 2.1000e-01, 1.0999e+00, 3.9466e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.5000e-01, 9.8240e-01, 3.5251e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 6.0000e-01, 8.5375e-01, 3.0634e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.5000e-01, 7.3762e-01, 2.6467e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.7000e+00, 6.0422e-01, 2.1680e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.0000e+00, 4.8067e-01, 1.7247e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 5.1000e+00, 3.5209e-01, 1.2634e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 8.3000e+00, 2.4104e-01, 8.6490e-01
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.2000e+01, 1.6476e-01, 5.9120e-01
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 1.9000e+01, 7.9595e-02, 2.8560e-01
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 3.0000e+01, 2.1678e-02, 7.7785e-02
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 4.0000e+01, 9.9870e-03, 3.5836e-02
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 5.0000e+01, 9.1874e-04, 3.2966e-03
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 6.0000e+01, 3.3231e-06, 1.1924e-05
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 6, 7.5000e+01, 8.0000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.0000e-02, 1.2564e+00, 4.4568e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.6000e-02, 1.2564e+00, 4.4568e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 2.7000e-02, 1.2564e+00, 4.4568e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 4.5000e-02, 1.2564e+00, 4.4568e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 7.7000e-02, 1.2564e+00, 4.4568e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.3000e-01, 1.2014e+00, 4.2616e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 2.1000e-01, 1.0999e+00, 3.9015e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.5000e-01, 9.8240e-01, 3.4848e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 6.0000e-01, 8.5375e-01, 3.0284e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.5000e-01, 7.3762e-01, 2.6165e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.7000e+00, 6.0422e-01, 2.1433e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.0000e+00, 4.8067e-01, 1.7050e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 5.1000e+00, 3.5209e-01, 1.2489e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 8.3000e+00, 2.4104e-01, 8.5501e-01
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.2000e+01, 1.6476e-01, 5.8444e-01
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 1.9000e+01, 7.9595e-02, 2.8234e-01
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 3.0000e+01, 2.1678e-02, 7.6896e-02
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 4.0000e+01, 9.9870e-03, 3.5426e-02
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 5.0000e+01, 9.1874e-04, 3.2589e-03
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 6.0000e+01, 3.3231e-06, 1.1788e-05
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 7, 7.5000e+01, 8.5000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.0000e-02, 1.2564e+00, 4.4398e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.6000e-02, 1.2564e+00, 4.4398e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 2.7000e-02, 1.2564e+00, 4.4398e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 4.5000e-02, 1.2564e+00, 4.4398e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 7.7000e-02, 1.2564e+00, 4.4398e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.3000e-01, 1.2014e+00, 4.2454e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 2.1000e-01, 1.0999e+00, 3.8867e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 3.5000e-01, 9.8240e-01, 3.4715e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 6.0000e-01, 8.5375e-01, 3.0169e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 9.5000e-01, 7.3762e-01, 2.6065e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.7000e+00, 6.0422e-01, 2.1351e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 3.0000e+00, 4.8067e-01, 1.6985e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 5.1000e+00, 3.5209e-01, 1.2442e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 8.3000e+00, 2.4104e-01, 8.5176e-01
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.2000e+01, 1.6476e-01, 5.8221e-01
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 1.9000e+01, 7.9595e-02, 2.8126e-01
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 3.0000e+01, 2.1678e-02, 7.6604e-02
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 4.0000e+01, 9.9870e-03, 3.5291e-02
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 5.0000e+01, 9.1874e-04, 3.2465e-03
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 6.0000e+01, 3.3231e-06, 1.1743e-05
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 7.0000e+01, 0.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 8.0000e+01, 0.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 9.0000e+01, 0.0000e+00, 0.0000e+00
1, 8, 7.5000e+01, 9.0000e+01, 1.0000e+00, 9.9990e+01, 0.0000e+00, 0.0000e+00
